id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq,educ_binary
1152,0,1,14,24,8.0,12.0,720791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,1,39.0,,1.0,1.0,4,5.85793304443359,16,1
1153,0,1,15,32,9.0,12.0,716702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,1,45.0,108.0,1.0,1.0,11,6.4297194480896,121,1
1154,0,1,16,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,378,0,41.0,108.0,6.0,0.0,2,5.93489408493042,4,1
1155,0,1,16,25,16.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,243,0,51.0,121.0,6.0,1.0,3,5.49306154251099,9,1
1156,0,1,12,26,7.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,,87.0,4.0,0.0,8,6.62007331848145,64,0
1158,0,1,18,30,12.0,14.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,0,35.0,107.0,1.0,1.0,6,6.08904504776001,36,1
1159,0,1,14,29,12.0,14.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,688,0,43.0,112.0,6.0,1.0,9,6.53378868103027,81,1
1160,0,1,18,25,12.0,14.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,501,0,29.0,116.0,1.0,1.0,1,6.21660614013672,1,1
1161,0,1,12,29,12.0,12.0,520447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,36.0,115.0,6.0,1.0,11,5.99146461486816,121,0
1162,0,1,12,26,12.0,12.0,398393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,981,0,39.0,107.0,1.0,1.0,8,6.88857269287109,64,0
1163,1,1,14,30,12.0,12.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,649,0,36.0,117.0,1.0,1.0,10,6.47543287277222,100,1
1168,1,1,12,32,,,358351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,625,0,36.0,110.0,1.0,1.0,14,6.43775177001953,196,0
1169,1,1,16,28,12.0,11.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,707,1,35.0,97.0,1.0,1.0,6,6.56103086471558,36,1
1172,1,1,12,29,11.0,12.0,538123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1043,0,42.0,96.0,4.0,1.0,11,6.94985628128052,121,0
1173,1,1,12,27,8.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,761,0,45.0,,1.0,1.0,9,6.63463354110718,81,0
1177,1,1,13,25,14.0,12.0,360396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524,0,28.0,,1.0,1.0,6,6.2614917755127,36,1
1179,1,1,13,27,6.0,6.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,575,0,34.0,91.0,1.0,1.0,8,6.3543701171875,64,1
1180,1,1,14,26,,6.0,99110,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,865,0,31.0,97.0,6.0,1.0,6,6.76272964477539,36,1
1183,1,1,12,28,12.0,8.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,713,0,38.0,90.0,1.0,1.0,10,6.56948137283325,100,0
1184,1,1,16,27,7.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,673,0,,112.0,1.0,1.0,5,6.51174545288086,25,1
1185,1,1,12,25,7.0,8.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,662,0,27.0,97.0,1.0,1.0,7,6.4952654838562,49,0
1186,1,1,14,29,11.0,8.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,543,0,45.0,120.0,1.0,1.0,9,6.29710912704468,81,1
1187,1,1,13,25,12.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,1,40.0,109.0,6.0,1.0,6,6.26339817047119,36,1
1188,1,1,12,28,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,640,0,36.0,,1.0,1.0,10,6.46146821975708,100,0
1189,1,1,12,26,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,297,0,26.0,,6.0,1.0,8,5.69373226165771,64,0
1191,1,1,8,33,,,141996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,947,0,37.0,,5.0,0.0,19,6.85329914093018,361,0
1192,1,1,12,34,8.0,9.0,141996,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,500,0,40.0,99.0,1.0,1.0,16,6.21460819244385,256,0
1202,1,1,13,25,5.0,7.0,96681,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,620,0,43.0,,4.0,1.0,6,6.4297194480896,36,1
1203,1,1,12,25,,10.0,96681,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,277,0,31.0,,1.0,,7,5.6240177154541,49,0
1205,0,1,10,26,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,29.0,99.0,1.0,1.0,10,5.48063898086548,100,0
1206,0,1,10,25,5.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,34.0,,6.0,1.0,9,5.48063898086548,81,0
1207,0,1,12,33,,,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,32.0,85.0,1.0,1.0,15,6.13556480407715,225,0
1209,0,1,12,27,,11.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,404,0,32.0,97.0,6.0,1.0,9,6.00141477584839,81,0
1210,0,1,12,25,,11.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,40.0,95.0,1.0,1.0,7,6.10924768447876,49,0
1213,0,1,12,24,3.0,2.0,395512,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,250,0,28.0,,6.0,1.0,6,5.52146100997925,36,0
1215,0,1,11,26,,9.0,450502,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,727,0,23.0,,4.0,1.0,9,6.58892631530762,81,0
1216,0,1,12,24,,9.0,439458,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,667,0,30.0,,1.0,1.0,6,6.50278997421265,36,0
1224,0,1,12,28,,6.0,117131,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,962,0,31.0,80.0,4.0,1.0,10,6.86901426315308,100,0
1228,0,1,14,27,,8.0,90623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,44.0,126.0,6.0,1.0,7,6.62007331848145,49,1
1230,0,1,14,25,8.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,667,0,20.0,,6.0,1.0,5,6.50278997421265,25,1
1231,0,1,17,34,8.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,692,0,49.0,109.0,1.0,1.0,11,6.53958606719971,121,1
1233,0,1,12,25,6.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,465,0,21.0,,1.0,1.0,7,6.1420373916626,49,0
1235,0,1,12,30,,,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,38.0,,5.0,1.0,12,6.46302938461304,144,0
1236,0,1,11,29,,11.0,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,710,0,22.0,86.0,1.0,1.0,12,6.56526517868042,144,0
1238,0,1,13,25,,10.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,425,0,22.0,,6.0,1.0,6,6.05208921432495,36,1
1243,0,1,12,27,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,46.0,112.0,1.0,1.0,9,6.7250337600708,81,0
1244,0,1,12,26,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,308,1,41.0,98.0,1.0,1.0,8,5.73009967803955,64,0
1245,0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,48.0,119.0,4.0,1.0,7,6.43775177001953,49,1
1246,0,1,16,32,13.0,16.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,26.0,,1.0,1.0,10,7.2737865447998,100,1
1248,0,1,16,25,12.0,12.0,400440,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38.0,102.0,1.0,1.0,3,6.51174545288086,9,1
1250,0,1,17,28,14.0,14.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1346,0,46.0,,1.0,1.0,5,7.20489263534546,25,1
1251,0,1,17,33,12.0,10.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,41.0,128.0,4.0,1.0,10,5.99146461486816,100,1
1252,0,1,9,34,12.0,,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,518,0,38.0,82.0,1.0,1.0,19,6.24997520446777,361,0
1253,0,1,14,26,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,456,0,30.0,,1.0,1.0,6,6.12249279022217,36,1
1255,0,1,17,33,12.0,12.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,409,0,42.0,113.0,1.0,1.0,10,6.0137152671814,100,1
1256,0,1,18,34,5.0,9.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,559,0,45.0,105.0,6.0,1.0,10,6.32614946365356,100,1
1258,0,1,12,24,10.0,9.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,230,0,32.0,,1.0,1.0,6,5.43807935714722,36,0
1260,1,1,17,27,18.0,18.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1026,1,46.0,124.0,6.0,1.0,4,6.93342304229736,16,1
1262,1,1,12,27,13.0,13.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1082,0,48.0,,1.0,1.0,9,6.9865665435791,81,0
1263,1,1,14,24,13.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,39.0,94.0,1.0,1.0,4,7.09174203872681,16,1
1264,1,1,17,25,,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,329,0,40.0,117.0,1.0,1.0,2,5.79605770111084,4,1
1266,1,1,18,27,14.0,14.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,39.0,116.0,6.0,1.0,3,6.17586708068848,9,1
1267,1,1,18,24,14.0,,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,673,0,33.0,,6.0,,0,6.51174545288086,0,1
1268,1,1,17,31,12.0,12.0,538123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1683,0,41.0,,6.0,1.0,8,7.4283332824707,64,1
1269,1,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1282,0,40.0,112.0,1.0,1.0,12,7.15617656707764,144,1
1272,1,1,12,24,12.0,14.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,23.0,,6.0,1.0,6,6.35784244537354,36,0
1273,1,1,18,27,9.0,9.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,444,0,31.0,105.0,6.0,1.0,3,6.09582471847534,9,1
1275,1,1,16,28,,9.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,481,0,34.0,87.0,6.0,1.0,6,6.17586708068848,36,1
1277,1,1,12,24,16.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,467,0,,108.0,6.0,1.0,6,6.14632940292358,36,0
1279,1,1,6,31,3.0,3.0,614067,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,668,0,40.0,,1.0,0.0,19,6.50428819656372,361,0
1283,1,1,15,27,12.0,12.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,286,0,36.0,89.0,1.0,1.0,6,5.65599203109741,36,1
1284,1,1,18,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,,119.0,1.0,1.0,9,6.35784244537354,81,1
1285,1,1,14,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,34.0,97.0,1.0,1.0,9,6.5806393623352,81,1
1286,1,1,12,25,6.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,28.0,89.0,1.0,1.0,7,6.13556480407715,49,0
1287,1,1,15,25,12.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,28.0,,1.0,0.0,4,6.62007331848145,16,1
1288,1,1,12,24,6.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,200,0,39.0,131.0,6.0,1.0,6,5.29831743240356,36,0
1293,1,1,12,27,12.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,26.0,,1.0,1.0,9,6.47697257995605,81,0
1295,1,1,18,28,12.0,11.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,30.0,,6.0,1.0,4,6.17586708068848,16,1
1298,1,1,11,24,9.0,,360396,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,38.0,,1.0,0.0,7,6.39692974090576,49,0
1305,1,1,16,28,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,35.0,85.0,1.0,1.0,6,6.64509105682373,36,1
1306,1,1,17,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,775,1,26.0,132.0,1.0,1.0,4,6.65286302566528,16,1
1307,1,1,16,24,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,28.0,114.0,1.0,1.0,2,6.46302938461304,4,1
1310,1,1,14,33,14.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1055,0,35.0,98.0,1.0,1.0,13,6.96129608154297,169,1
1311,1,1,16,31,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,676,0,44.0,110.0,6.0,1.0,9,6.51619291305542,81,1
1312,1,1,12,28,,,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,691,0,41.0,124.0,6.0,1.0,10,6.53813982009888,100,0
1313,1,1,17,30,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,41.0,118.0,1.0,1.0,7,6.86901426315308,49,1
1314,1,1,13,28,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,32.0,90.0,5.0,1.0,9,5.99146461486816,81,1
1315,1,1,16,27,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38.0,108.0,1.0,1.0,5,6.51174545288086,25,1
1323,1,1,18,34,10.0,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1442,0,42.0,112.0,1.0,1.0,10,7.2737865447998,100,1
1334,1,1,18,32,16.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529,0,38.0,100.0,1.0,1.0,8,6.27098846435547,64,1
1336,1,1,14,27,9.0,11.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,21.0,84.0,1.0,1.0,7,6.55108022689819,49,1
1337,1,1,8,34,,4.0,141996,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,675,0,36.0,,1.0,0.0,20,6.51471281051636,400,0
1338,1,1,18,25,8.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,494,0,34.0,97.0,1.0,1.0,1,6.20253562927246,1,1
1340,1,1,12,24,12.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,26.0,113.0,1.0,1.0,6,6.21460819244385,36,0
1349,1,1,16,24,,,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,27.0,,6.0,0.0,2,6.10924768447876,4,1
1350,1,1,13,25,,8.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,601,0,27.0,,6.0,1.0,6,6.39859485626221,36,1
1353,1,1,13,28,9.0,12.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,717,1,37.0,105.0,6.0,1.0,9,6.57507562637329,81,1
1354,1,1,12,29,9.0,10.0,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,575,0,28.0,88.0,5.0,1.0,11,6.3543701171875,121,0
1355,1,1,12,25,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,33.0,74.0,1.0,1.0,7,5.85793304443359,49,0
1356,1,1,12,24,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,31.0,,6.0,0.0,6,5.85793304443359,36,0
1358,0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,643,0,46.0,115.0,1.0,1.0,7,6.46614456176758,49,1
1359,0,1,15,24,10.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,30.0,,1.0,1.0,3,6.51471281051636,9,1
1360,0,1,15,28,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,679,0,34.0,91.0,1.0,1.0,7,6.52062129974365,49,1
1361,0,1,12,27,12.0,9.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,534,0,34.0,103.0,4.0,1.0,9,6.28039598464966,81,0
1362,0,1,16,31,12.0,10.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,524,0,46.0,102.0,1.0,1.0,9,6.2614917755127,81,1
1363,0,1,16,28,10.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,667,0,38.0,98.0,6.0,1.0,6,6.50278997421265,36,1
1364,0,1,14,26,12.0,,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,370,0,35.0,,1.0,1.0,6,5.91350317001343,36,1
1365,0,1,15,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,658,0,47.0,,6.0,1.0,5,6.48920488357544,25,1
1371,0,1,12,34,,,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,39.0,,,0.0,16,6.55108022689819,256,0
1374,0,1,18,27,9.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,311,0,33.0,82.0,6.0,1.0,3,5.7397928237915,9,1
1375,0,1,9,33,,9.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,841,0,44.0,,1.0,1.0,18,6.73459148406982,324,0
1377,0,1,14,31,10.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,660,0,47.0,112.0,1.0,1.0,11,6.4922399520874,121,1
1379,0,1,16,31,8.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,692,0,41.0,108.0,1.0,1.0,9,6.53958606719971,81,1
1382,0,1,15,28,,7.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,37.0,90.0,1.0,1.0,7,6.35784244537354,49,1
1389,0,1,17,26,9.0,12.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,705,0,32.0,,6.0,1.0,3,6.55819797515869,9,1
1391,0,1,16,27,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,292,0,38.0,111.0,1.0,1.0,5,5.67675399780273,25,1
1392,0,1,13,26,8.0,11.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,24.0,96.0,1.0,1.0,7,6.62007331848145,49,1
1395,0,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,48.0,,1.0,0.0,12,7.2737865447998,144,1
1396,0,1,16,33,16.0,16.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,48.0,127.0,1.0,1.0,11,7.09174203872681,121,1
1397,0,1,15,33,,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1603,0,47.0,97.0,1.0,1.0,12,7.37963199615479,144,1
1399,0,1,14,32,,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,50.0,120.0,4.0,1.0,12,6.64509105682373,144,1
1407,0,1,16,31,14.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,41.0,101.0,6.0,1.0,9,6.24027585983276,81,1
1408,0,1,12,31,,8.0,484311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,805,0,38.0,100.0,1.0,0.0,13,6.69084215164185,169,0
1409,0,1,17,34,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,44.0,99.0,1.0,1.0,11,6.86901426315308,121,1
1411,0,1,12,25,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,,104.0,1.0,1.0,7,6.51471281051636,49,0
1413,0,1,13,24,8.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,398,0,,116.0,1.0,1.0,5,5.98645210266113,25,1
1416,0,1,14,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,855,0,40.0,120.0,1.0,1.0,13,6.75110149383545,169,1
1421,0,1,11,25,,9.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,693,0,27.0,95.0,1.0,0.0,8,6.54102993011475,64,0
1422,0,1,11,24,8.0,9.0,114259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,27.0,,5.0,0.0,7,6.46302938461304,49,0
1423,0,1,13,27,10.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,345,0,34.0,99.0,1.0,0.0,8,5.84354448318481,64,1
1424,0,1,12,27,,,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,561,0,24.0,68.0,5.0,1.0,9,6.32972097396851,81,0
1425,0,1,12,24,9.0,11.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,684,0,21.0,,1.0,1.0,6,6.52795791625977,36,0
1428,0,1,16,29,16.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,469,0,49.0,122.0,1.0,1.0,7,6.1506028175354,49,1
1430,0,1,16,26,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,300,0,37.0,106.0,6.0,1.0,4,5.70378255844116,16,1
1431,0,1,18,25,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,37.0,101.0,1.0,1.0,1,6.51174545288086,1,1
1432,0,1,16,24,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,385,0,29.0,,6.0,1.0,2,5.95324325561523,4,1
1436,0,1,16,33,8.0,6.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,808,0,45.0,104.0,1.0,1.0,11,6.69456195831299,121,1
1438,0,1,17,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,548,1,40.0,,6.0,1.0,1,6.30627536773682,1,1
1439,0,1,16,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,38.0,,6.0,1.0,4,6.21460819244385,16,1
1440,0,1,13,29,11.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,727,1,38.0,99.0,1.0,1.0,10,6.58892631530762,100,1
1441,0,1,16,28,11.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,524,0,29.0,,1.0,1.0,6,6.2614917755127,36,1
1445,0,1,15,24,2.0,8.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,36.0,,6.0,1.0,3,6.10924768447876,9,1
1448,0,1,12,28,6.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,755,0,34.0,,1.0,0.0,10,6.62671756744385,100,0
1449,0,1,12,24,11.0,,96681,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,640,0,37.0,,1.0,0.0,6,6.46146821975708,36,0
1454,0,1,12,24,10.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,313,0,30.0,,1.0,1.0,6,5.74620342254639,36,0
1458,0,1,12,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1425,0,37.0,101.0,1.0,0.0,11,7.26192712783813,121,0
1459,0,1,12,28,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,761,0,23.0,110.0,6.0,1.0,10,6.63463354110718,100,0
1460,0,1,12,26,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,35.0,94.0,1.0,1.0,8,6.39692974090576,64,0
1461,0,1,16,32,12.0,15.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1111,0,42.0,111.0,1.0,1.0,10,7.01301574707031,100,1
1462,0,1,16,33,13.0,17.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,763,0,50.0,120.0,1.0,1.0,11,6.63725805282593,121,1
1463,0,1,12,32,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,45.0,108.0,1.0,1.0,14,6.47697257995605,196,0
1464,0,1,14,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1155,0,39.0,111.0,1.0,1.0,7,7.05185556411743,49,1
1465,0,1,12,24,9.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,25.0,,1.0,1.0,6,6.39692974090576,36,0
1467,0,1,12,29,11.0,11.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,555,0,31.0,103.0,1.0,0.0,11,6.31896829605103,121,0
1468,0,1,11,28,11.0,11.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,543,1,25.0,,1.0,0.0,11,6.29710912704468,121,0
1469,0,1,11,25,11.0,11.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,550,1,31.0,,1.0,0.0,8,6.30991840362549,64,0
1470,0,1,11,31,,,520447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,39.0,97.0,1.0,0.0,14,6.68461179733276,196,0
